record_id,customer_email,phone_number,ssn,full_name,order_id,product_name,price,quantity,category,city,country,customer_age_group,payment_method,order_date,pii_violation_label
154,christine.davis@hotmail.com,***-***-****,***-**-****,Christine Davis,ORD-000154,Nintendo Switch,299.99,6,Electronics,Charlotte,France,65+,Credit Card,2024-08-18,PII_VIOLATION
155,D***@work.net,***-***-****,994-19-4082,David Hill,ORD-000155,Watch,199.99,4,Accessories,Lexington,India,65+,Bank Transfer,2024-10-13,PII_VIOLATION
156,user_71112@anon.com,555-646-XXXX,XXX-XX-6886,Customer_6053,ORD-000156,Backpack,49.99,6,Bags,Arlington,Australia,45-54,Debit Card,2024-10-09,NO_VIOLATION
157,A***@***.com,***-***-****,***-**-****,A. C.,ORD-000157,T-Shirt,19.99,10,Clothing,Charlotte,France,35-44,Apple Pay,2024-01-24,NO_VIOLATION
158,***@***.com,555-402-3497,***-**-****,Michael Nguyen,ORD-000158,Protein Powder,49.99,6,Health,Cleveland,Australia,45-54,Google Pay,2024-12-01,PII_VIOLATION
159,***@***.com,***-***-****,***-**-****,REDACTED,ORD-000159,Air Fryer,99.99,1,Kitchen,Jacksonville,Mexico,65+,Credit Card,2024-09-25,NO_VIOLATION
160,***@***.com,555-522-3252,***-**-****,Evelyn Miller,ORD-000160,AirPods Pro,249.99,8,Electronics,Santa Ana,UK,18-24,Debit Card,2024-09-15,PII_VIOLATION
161,***@***.com,***-***-****,***-**-****,REDACTED,ORD-000161,Toaster Oven,69.99,9,Kitchen,Milwaukee,USA,18-24,Google Pay,2024-05-20,NO_VIOLATION
162,***@***.com,***-***-****,***-**-****,REDACTED,ORD-000162,Sony Headphones,199.99,5,Electronics,New Orleans,Mexico,35-44,Crypto,2024-06-30,NO_VIOLATION
163,***@***.com,***-***-****,***-**-****,REDACTED,ORD-000163,Office Chair,299.99,7,Office,Philadelphia,USA,18-24,Apple Pay,2024-07-13,NO_VIOLATION
164,christina.johnson@email.com,555-184-9189,965-65-6427,Christina Johnson,ORD-000164,Novel Book,14.99,10,Books,San Antonio,Mexico,18-24,Debit Card,2024-04-18,PII_VIOLATION
165,***@***.com,555-283-6152,***-**-****,Maria Flores,ORD-000165,Sunglasses,59.99,10,Accessories,Santa Ana,Japan,18-24,PayPal,2024-03-24,PII_VIOLATION
166,N/A,N/A,N/A,Anonymous,ORD-000166,Blender,59.99,4,Kitchen,Riverside,France,18-24,Credit Card,2024-08-11,NO_VIOLATION
167,***@***.com,555-892-6347,***-**-****,Victoria Ross,ORD-000167,Watch,199.99,7,Accessories,Tucson,Brazil,25-34,PayPal,2024-10-10,PII_VIOLATION
168,N/A,N/A,N/A,Anonymous,ORD-000168,AirPods Pro,249.99,3,Electronics,Denver,UK,45-54,Bank Transfer,2024-11-20,NO_VIOLATION
169,user_23538@anon.com,555-126-XXXX,XXX-XX-2468,Customer_6798,ORD-000169,iPad Air,599.99,9,Electronics,Dallas,Canada,25-34,Apple Pay,2024-08-17,NO_VIOLATION
170,***@***.com,555-984-7311,***-**-****,Dennis Taylor,ORD-000170,Protein Powder,49.99,10,Health,Pittsburgh,Canada,65+,Google Pay,2024-05-04,PII_VIOLATION
171,betty.thompson@work.net,***-***-****,***-**-****,Betty Thompson,ORD-000171,Dell Laptop,849.99,2,Electronics,Albuquerque,Germany,45-54,PayPal,2024-09-04,PII_VIOLATION
172,***@***.com,555-568-2752,***-**-****,Nathan Howard,ORD-000172,Protein Powder,49.99,8,Health,Detroit,India,45-54,Crypto,2024-06-17,PII_VIOLATION
173,N***@***.com,***-***-****,***-**-****,N. N.,ORD-000173,Protein Powder,49.99,8,Health,El Paso,Germany,65+,Bank Transfer,2024-11-20,NO_VIOLATION
174,user_37479@anon.com,555-548-XXXX,XXX-XX-5773,Customer_2133,ORD-000174,Novel Book,14.99,1,Books,Minneapolis,UK,65+,Crypto,2024-10-08,NO_VIOLATION
175,user_81256@anon.com,555-137-XXXX,XXX-XX-6890,Customer_9796,ORD-000175,Backpack,49.99,8,Bags,Albuquerque,Japan,18-24,Apple Pay,2024-11-02,NO_VIOLATION
176,N/A,N/A,N/A,Anonymous,ORD-000176,Dell Laptop,849.99,7,Electronics,Tampa,India,18-24,Google Pay,2024-11-26,NO_VIOLATION
177,***@***.com,555-200-5239,***-**-****,Brittany Hernandez,ORD-000177,Toaster Oven,69.99,7,Kitchen,Wichita,India,25-34,Apple Pay,2024-07-10,PII_VIOLATION
178,larry.ward@email.com,***-***-****,***-**-****,Larry Ward,ORD-000178,Vitamin Pack,24.99,5,Health,Philadelphia,Canada,65+,Debit Card,2024-06-27,PII_VIOLATION
179,S***@yahoo.com,***-***-****,548-99-8412,Scott Richardson,ORD-000179,Running Shoes,89.99,2,Sports,Phoenix,Germany,18-24,Crypto,2024-12-29,PII_VIOLATION
180,***@***.com,555-628-3858,***-**-****,Jose Harris,ORD-000180,Toaster Oven,69.99,3,Kitchen,Albuquerque,Brazil,25-34,Crypto,2024-07-26,PII_VIOLATION
181,eric.brown@company.com,***-***-****,***-**-****,Eric Brown,ORD-000181,Sony Headphones,199.99,3,Electronics,Denver,Canada,55-64,Credit Card,2024-10-01,PII_VIOLATION
182,***@***.com,555-786-9019,***-**-****,Raymond Moore,ORD-000182,Textbook,79.99,6,Books,Las Vegas,India,45-54,Google Pay,2024-02-28,PII_VIOLATION
183,***@***.com,555-729-2388,***-**-****,Kelly Clark,ORD-000183,iPad Air,599.99,3,Electronics,San Francisco,Germany,18-24,Debit Card,2024-07-10,PII_VIOLATION
184,P***@outlook.com,***-***-****,598-91-9804,Peter Thompson,ORD-000184,Backpack,49.99,5,Bags,Tampa,UK,55-64,Debit Card,2024-09-07,PII_VIOLATION
185,user_74054@anon.com,555-271-XXXX,XXX-XX-2354,Customer_1505,ORD-000185,Toaster Oven,69.99,7,Kitchen,Miami,Brazil,45-54,Bank Transfer,2024-09-08,NO_VIOLATION
186,***@***.com,555-381-4683,***-**-****,Joshua Adams,ORD-000186,Sunglasses,59.99,9,Accessories,Fresno,India,65+,Crypto,2024-09-10,PII_VIOLATION
187,thomas.hill@work.com,555-655-1681,878-66-9951,Thomas Hill,ORD-000187,Sony Headphones,199.99,4,Electronics,Albuquerque,Canada,65+,Crypto,2024-11-30,PII_VIOLATION
188,S***@***.com,***-***-****,***-**-****,S. N.,ORD-000188,Sony Headphones,199.99,10,Electronics,Riverside,India,65+,PayPal,2024-12-29,NO_VIOLATION
189,H***@yahoo.com,***-***-****,924-17-6747,Henry Thompson,ORD-000189,Toaster Oven,69.99,5,Kitchen,Denver,India,55-64,Debit Card,2024-06-14,PII_VIOLATION
190,***@***.com,555-383-3078,***-**-****,Nancy Morris,ORD-000190,Samsung TV,1499.99,7,Electronics,Santa Ana,France,25-34,Crypto,2024-12-12,PII_VIOLATION
191,carl.hill@hotmail.com,555-484-8405,177-91-2525,Carl Hill,ORD-000191,Protein Powder,49.99,8,Health,Miami,Germany,65+,PayPal,2024-08-20,PII_VIOLATION
192,N/A,N/A,N/A,Anonymous,ORD-000192,Protein Powder,49.99,6,Health,Charlotte,Japan,25-34,Apple Pay,2024-05-17,NO_VIOLATION
193,***@***.com,555-679-8951,***-**-****,Dennis Sanders,ORD-000193,MacBook Pro,1299.99,8,Electronics,San Antonio,Brazil,18-24,Credit Card,2024-03-21,PII_VIOLATION
194,M***@company.com,***-***-****,195-93-6905,Michelle Jackson,ORD-000194,Nintendo Switch,299.99,1,Electronics,Philadelphia,France,65+,Bank Transfer,2024-03-25,PII_VIOLATION
195,***@***.com,***-***-****,***-**-****,REDACTED,ORD-000195,Novel Book,14.99,1,Books,Indianapolis,Mexico,65+,Apple Pay,2024-01-05,NO_VIOLATION
196,B***@***.com,***-***-****,***-**-****,B. J.,ORD-000196,iPad Air,599.99,3,Electronics,El Paso,France,35-44,Debit Card,2024-07-14,NO_VIOLATION
197,***@***.com,***-***-****,***-**-****,REDACTED,ORD-000197,Desk Lamp,34.99,8,Office,Riverside,UK,45-54,Google Pay,2024-12-17,NO_VIOLATION
198,N/A,N/A,N/A,Anonymous,ORD-000198,Watch,199.99,4,Accessories,Dallas,Australia,35-44,Bank Transfer,2024-02-13,NO_VIOLATION
199,larry.brown@work.net,***-***-****,***-**-****,Larry Brown,ORD-000199,Wallet,29.99,8,Accessories,Baltimore,Germany,65+,Credit Card,2024-05-02,PII_VIOLATION
200,***@***.com,***-***-****,***-**-****,REDACTED,ORD-000200,Protein Powder,49.99,3,Health,Cleveland,Japan,35-44,Google Pay,2024-12-15,NO_VIOLATION
201,user_62727@anon.com,555-184-XXXX,XXX-XX-9791,Customer_9808,ORD-000201,Watch,199.99,9,Accessories,Baltimore,Mexico,35-44,Bank Transfer,2024-12-30,NO_VIOLATION
202,***@***.com,555-185-6077,***-**-****,Henry Lopez,ORD-000202,Watch,199.99,2,Accessories,San Jose,Mexico,35-44,Apple Pay,2024-10-27,PII_VIOLATION
203,mildred.wright@gmail.com,***-***-****,***-**-****,Mildred Wright,ORD-000203,Textbook,79.99,3,Books,Arlington,USA,35-44,Bank Transfer,2024-12-02,PII_VIOLATION
204,***@***.com,***-***-****,***-**-****,REDACTED,ORD-000204,Dell Laptop,849.99,2,Electronics,Portland,UK,65+,Crypto,2024-05-17,NO_VIOLATION
205,nicholas.reed@work.net,***-***-****,***-**-****,Nicholas Reed,ORD-000205,Air Fryer,99.99,10,Kitchen,Fresno,Mexico,35-44,Credit Card,2024-09-12,PII_VIOLATION
206,***@***.com,***-***-****,***-**-****,REDACTED,ORD-000206,Canon Camera,749.99,3,Electronics,Chicago,Brazil,35-44,Apple Pay,2024-03-17,NO_VIOLATION
207,***@***.com,555-429-5067,***-**-****,Dennis Rogers,ORD-000207,Jacket,89.99,1,Clothing,Phoenix,India,35-44,Credit Card,2024-09-14,PII_VIOLATION
208,J***@company.com,***-***-****,986-46-6090,Jennifer Stewart,ORD-000208,Running Shoes,89.99,4,Sports,Philadelphia,Mexico,45-54,Credit Card,2024-07-07,PII_VIOLATION
209,***@***.com,***-***-****,***-**-****,REDACTED,ORD-000209,Samsung TV,1499.99,6,Electronics,New York,Japan,18-24,Debit Card,2024-10-04,NO_VIOLATION
210,nicholas.smith@hotmail.com,***-***-****,***-**-****,Nicholas Smith,ORD-000210,Canon Camera,749.99,5,Electronics,Milwaukee,Brazil,18-24,Debit Card,2024-12-30,PII_VIOLATION
211,scott.morris@work.com,***-***-****,***-**-****,Scott Morris,ORD-000211,Samsung TV,1499.99,1,Electronics,Bakersfield,Japan,18-24,Google Pay,2024-10-17,PII_VIOLATION
212,***@***.com,***-***-****,***-**-****,REDACTED,ORD-000212,Running Shoes,89.99,3,Sports,Tucson,Germany,25-34,Credit Card,2024-04-13,NO_VIOLATION
213,***@***.com,***-***-****,***-**-****,REDACTED,ORD-000213,Toaster Oven,69.99,5,Kitchen,Memphis,Australia,45-54,PayPal,2024-08-25,NO_VIOLATION
214,P***@***.com,***-***-****,***-**-****,P. N.,ORD-000214,Yoga Mat,29.99,5,Sports,Baltimore,Mexico,18-24,Bank Transfer,2024-06-02,NO_VIOLATION
215,***@***.com,555-669-5093,***-**-****,Emily Stewart,ORD-000215,Watch,199.99,3,Accessories,Dallas,Canada,18-24,Credit Card,2024-04-23,PII_VIOLATION
216,***@***.com,555-932-2228,***-**-****,Katherine Anderson,ORD-000216,Sneakers,79.99,2,Clothing,Tampa,Brazil,25-34,Credit Card,2024-06-18,PII_VIOLATION
217,david.harris@hotmail.com,***-***-****,***-**-****,David Harris,ORD-000217,Office Chair,299.99,5,Office,Albuquerque,UK,35-44,Debit Card,2024-04-05,PII_VIOLATION
218,R***@***.com,***-***-****,***-**-****,R. R.,ORD-000218,MacBook Pro,1299.99,4,Electronics,Philadelphia,Germany,45-54,Debit Card,2024-08-02,NO_VIOLATION
219,***@***.com,555-491-6883,***-**-****,Carl James,ORD-000219,Yoga Mat,29.99,3,Sports,Cleveland,Mexico,35-44,Apple Pay,2024-05-18,PII_VIOLATION
220,***@***.com,***-***-****,***-**-****,REDACTED,ORD-000220,Dell Laptop,849.99,9,Electronics,San Antonio,Australia,65+,Debit Card,2024-05-16,NO_VIOLATION
221,J***@***.com,***-***-****,***-**-****,J. S.,ORD-000221,Watch,199.99,6,Accessories,Riverside,France,55-64,Credit Card,2024-12-26,NO_VIOLATION
222,H***@company.com,***-***-****,279-72-1621,Harold Robinson,ORD-000222,AirPods Pro,249.99,9,Electronics,Houston,Australia,55-64,Debit Card,2024-01-11,PII_VIOLATION
223,N/A,N/A,N/A,Anonymous,ORD-000223,Novel Book,14.99,6,Books,Santa Ana,UK,18-24,Crypto,2024-09-26,NO_VIOLATION
224,N/A,N/A,N/A,Anonymous,ORD-000224,Wallet,29.99,9,Accessories,Albuquerque,Brazil,65+,PayPal,2024-03-30,NO_VIOLATION
225,***@***.com,555-487-6026,***-**-****,Joshua Bennett,ORD-000225,Samsung TV,1499.99,10,Electronics,Jacksonville,USA,65+,Google Pay,2024-07-19,PII_VIOLATION
226,N/A,N/A,N/A,Anonymous,ORD-000226,Wallet,29.99,2,Accessories,Phoenix,Australia,35-44,PayPal,2024-03-26,NO_VIOLATION
227,user_74629@anon.com,555-487-XXXX,XXX-XX-6754,Customer_9946,ORD-000227,Nintendo Switch,299.99,7,Electronics,San Antonio,USA,18-24,Apple Pay,2024-08-12,NO_VIOLATION
228,alexander.thomas@outlook.com,***-***-****,***-**-****,Alexander Thomas,ORD-000228,Watch,199.99,2,Accessories,Chicago,Germany,18-24,PayPal,2024-05-13,PII_VIOLATION
229,alexander.lee@yahoo.com,555-660-2525,446-86-8909,Alexander Lee,ORD-000229,Backpack,49.99,7,Bags,Los Angeles,Japan,65+,Debit Card,2024-11-06,PII_VIOLATION
230,N***@***.com,***-***-****,***-**-****,N. H.,ORD-000230,Bose Speaker,349.99,9,Electronics,San Francisco,Canada,18-24,Apple Pay,2024-10-19,NO_VIOLATION
231,user_25139@anon.com,555-415-XXXX,XXX-XX-7512,Customer_8715,ORD-000231,Sony Headphones,199.99,5,Electronics,San Antonio,USA,25-34,Debit Card,2024-11-22,NO_VIOLATION
232,F***@company.com,***-***-****,496-33-7078,Frank Nguyen,ORD-000232,Sneakers,79.99,5,Clothing,Las Vegas,France,25-34,Apple Pay,2024-01-23,PII_VIOLATION
233,user_80190@anon.com,555-803-XXXX,XXX-XX-8779,Customer_4860,ORD-000233,Watch,199.99,1,Accessories,Minneapolis,Japan,55-64,Debit Card,2024-10-10,NO_VIOLATION
234,G***@***.com,***-***-****,***-**-****,G. N.,ORD-000234,Watch,199.99,3,Accessories,Cleveland,India,25-34,Credit Card,2024-08-17,NO_VIOLATION
235,***@***.com,555-143-7936,***-**-****,Donna Robinson,ORD-000235,Sony Headphones,199.99,2,Electronics,Bakersfield,UK,55-64,PayPal,2024-06-12,PII_VIOLATION
236,eric.watson@work.com,***-***-****,***-**-****,Eric Watson,ORD-000236,Watch,199.99,2,Accessories,Aurora,India,55-64,Google Pay,2024-08-02,PII_VIOLATION
237,user_14910@anon.com,555-276-XXXX,XXX-XX-5512,Customer_7602,ORD-000237,Sneakers,79.99,8,Clothing,Memphis,Japan,35-44,Apple Pay,2024-12-01,NO_VIOLATION
238,N/A,N/A,N/A,Anonymous,ORD-000238,MacBook Pro,1299.99,6,Electronics,Riverside,Brazil,35-44,PayPal,2024-01-11,NO_VIOLATION
239,S***@***.com,***-***-****,***-**-****,S. F.,ORD-000239,Bose Speaker,349.99,10,Electronics,Riverside,Brazil,35-44,PayPal,2024-08-01,NO_VIOLATION
240,***@***.com,555-858-8937,***-**-****,Jonathan Allen,ORD-000240,Jacket,89.99,9,Clothing,Houston,Mexico,25-34,Credit Card,2024-06-08,PII_VIOLATION
241,***@***.com,555-297-4288,***-**-****,Harold Brown,ORD-000241,MacBook Pro,1299.99,5,Electronics,Fresno,USA,35-44,Bank Transfer,2024-04-11,PII_VIOLATION
242,P***@yahoo.com,***-***-****,347-57-9008,Patrick Collins,ORD-000242,Textbook,79.99,6,Books,Tucson,UK,45-54,Google Pay,2024-10-09,PII_VIOLATION
243,matthew.brown@hotmail.com,555-150-3669,974-83-4511,Matthew Brown,ORD-000243,Jeans,59.99,7,Clothing,Indianapolis,Australia,65+,Debit Card,2024-05-17,PII_VIOLATION
244,***@***.com,555-715-1138,***-**-****,Gregory Jackson,ORD-000244,Backpack,49.99,8,Bags,Santa Ana,Germany,45-54,Apple Pay,2024-06-27,PII_VIOLATION
245,R***@work.net,***-***-****,107-75-7131,Ryan Peterson,ORD-000245,Toaster Oven,69.99,2,Kitchen,Tampa,India,55-64,PayPal,2024-06-01,PII_VIOLATION
246,***@***.com,***-***-****,***-**-****,REDACTED,ORD-000246,Sunglasses,59.99,6,Accessories,San Francisco,USA,55-64,Apple Pay,2024-12-04,NO_VIOLATION
247,user_98063@anon.com,555-467-XXXX,XXX-XX-9311,Customer_5918,ORD-000247,Novel Book,14.99,4,Books,Santa Ana,India,25-34,PayPal,2024-12-31,NO_VIOLATION
248,betty.brooks@email.com,***-***-****,***-**-****,Betty Brooks,ORD-000248,Wallet,29.99,2,Accessories,Tulsa,UK,65+,PayPal,2024-12-01,PII_VIOLATION
249,***@***.com,***-***-****,***-**-****,REDACTED,ORD-000249,Coffee Maker,79.99,10,Kitchen,San Diego,Brazil,18-24,Crypto,2024-11-20,NO_VIOLATION
250,user_28772@anon.com,555-423-XXXX,XXX-XX-3954,Customer_2324,ORD-000250,MacBook Pro,1299.99,10,Electronics,San Jose,UK,25-34,PayPal,2024-07-28,NO_VIOLATION
251,***@***.com,***-***-****,***-**-****,REDACTED,ORD-000251,Sony Headphones,199.99,8,Electronics,Lexington,UK,55-64,Crypto,2024-03-22,NO_VIOLATION
252,C***@***.com,***-***-****,***-**-****,C. R.,ORD-000252,Protein Powder,49.99,1,Health,New York,USA,55-64,Debit Card,2024-07-10,NO_VIOLATION
253,M***@outlook.com,***-***-****,419-26-2682,Michael Smith,ORD-000253,Protein Powder,49.99,1,Health,Miami,India,35-44,Debit Card,2024-02-03,PII_VIOLATION
254,M***@***.com,***-***-****,***-**-****,M. P.,ORD-000254,Sunglasses,59.99,4,Accessories,Columbus,UK,45-54,Credit Card,2024-04-26,NO_VIOLATION
255,***@***.com,***-***-****,***-**-****,REDACTED,ORD-000255,Protein Powder,49.99,10,Health,Bakersfield,Germany,55-64,Google Pay,2024-01-25,NO_VIOLATION
256,***@***.com,***-***-****,***-**-****,REDACTED,ORD-000256,iPad Air,599.99,4,Electronics,Tulsa,Germany,45-54,Bank Transfer,2024-03-19,NO_VIOLATION
257,ryan.rogers@yahoo.com,555-778-9524,376-89-3247,Ryan Rogers,ORD-000257,Vitamin Pack,24.99,5,Health,San Antonio,Mexico,65+,Google Pay,2024-03-01,PII_VIOLATION
258,cynthia.walker@company.com,***-***-****,***-**-****,Cynthia Walker,ORD-000258,Yoga Mat,29.99,9,Sports,Santa Ana,Japan,35-44,Debit Card,2024-01-21,PII_VIOLATION
259,***@***.com,***-***-****,***-**-****,REDACTED,ORD-000259,T-Shirt,19.99,2,Clothing,San Diego,India,65+,Apple Pay,2024-03-17,NO_VIOLATION
260,N***@hotmail.com,***-***-****,567-47-5327,Nathan Thomas,ORD-000260,Coffee Maker,79.99,5,Kitchen,Houston,Canada,25-34,Crypto,2024-01-21,PII_VIOLATION
261,E***@***.com,***-***-****,***-**-****,E. M.,ORD-000261,Running Shoes,89.99,6,Sports,Memphis,Brazil,55-64,PayPal,2024-02-17,NO_VIOLATION
262,T***@***.com,***-***-****,***-**-****,T. S.,ORD-000262,Watch,199.99,1,Accessories,Milwaukee,UK,18-24,Debit Card,2024-12-22,NO_VIOLATION
263,***@***.com,555-921-8178,***-**-****,Linda Rogers,ORD-000263,Sunglasses,59.99,3,Accessories,Memphis,India,18-24,Crypto,2024-12-16,PII_VIOLATION
264,N/A,N/A,N/A,Anonymous,ORD-000264,Galaxy S24,899.99,4,Electronics,Santa Ana,Mexico,65+,Google Pay,2024-10-16,NO_VIOLATION
265,***@***.com,555-543-5072,***-**-****,Scott Peterson,ORD-000265,Samsung TV,1499.99,3,Electronics,Tulsa,India,18-24,Credit Card,2024-11-25,PII_VIOLATION
266,cynthia.harris@yahoo.com,***-***-****,***-**-****,Cynthia Harris,ORD-000266,Nintendo Switch,299.99,7,Electronics,Houston,Mexico,25-34,Google Pay,2024-11-25,PII_VIOLATION
267,william.murphy@outlook.com,555-920-8341,190-73-8324,William Murphy,ORD-000267,Running Shoes,89.99,2,Sports,San Diego,Brazil,65+,Bank Transfer,2024-01-10,PII_VIOLATION
268,N/A,N/A,N/A,Anonymous,ORD-000268,Sneakers,79.99,8,Clothing,Miami,Mexico,25-34,Bank Transfer,2024-12-09,NO_VIOLATION
269,D***@work.net,***-***-****,833-94-6952,David Young,ORD-000269,Backpack,49.99,4,Bags,Tucson,Canada,18-24,Crypto,2024-12-03,PII_VIOLATION
270,***@***.com,555-818-2741,***-**-****,Dennis Peterson,ORD-000270,Samsung TV,1499.99,4,Electronics,Santa Ana,Japan,18-24,PayPal,2024-11-08,PII_VIOLATION
271,D***@***.com,***-***-****,***-**-****,D. M.,ORD-000271,T-Shirt,19.99,8,Clothing,Bakersfield,India,18-24,Crypto,2024-08-18,NO_VIOLATION
272,***@***.com,555-666-8091,***-**-****,Cynthia Smith,ORD-000272,T-Shirt,19.99,3,Clothing,Miami,UK,65+,Google Pay,2024-03-29,PII_VIOLATION
273,***@***.com,555-528-5067,***-**-****,Victoria Mitchell,ORD-000273,Bose Speaker,349.99,9,Electronics,Tucson,UK,25-34,Apple Pay,2024-11-04,PII_VIOLATION
274,J***@yahoo.com,***-***-****,739-47-6657,Jacob Watson,ORD-000274,T-Shirt,19.99,9,Clothing,Anaheim,UK,65+,Bank Transfer,2024-04-01,PII_VIOLATION
275,deborah.brooks@outlook.com,555-696-7839,790-78-5684,Deborah Brooks,ORD-000275,Sneakers,79.99,7,Clothing,Albuquerque,USA,55-64,Credit Card,2024-01-13,PII_VIOLATION
276,M***@***.com,***-***-****,***-**-****,M. H.,ORD-000276,Sony Headphones,199.99,2,Electronics,Lexington,Mexico,18-24,PayPal,2024-08-19,NO_VIOLATION
277,***@***.com,***-***-****,***-**-****,REDACTED,ORD-000277,Backpack,49.99,6,Bags,Honolulu,USA,45-54,Apple Pay,2024-08-01,NO_VIOLATION
278,sarah.torres@company.com,***-***-****,***-**-****,Sarah Torres,ORD-000278,Sunglasses,59.99,4,Accessories,Wichita,Mexico,65+,Google Pay,2024-04-10,PII_VIOLATION
279,***@***.com,***-***-****,***-**-****,REDACTED,ORD-000279,Vitamin Pack,24.99,10,Health,Denver,Mexico,35-44,Debit Card,2024-03-23,NO_VIOLATION
280,***@***.com,***-***-****,***-**-****,REDACTED,ORD-000280,Sunglasses,59.99,10,Accessories,Bakersfield,India,65+,PayPal,2024-09-08,NO_VIOLATION
281,N/A,N/A,N/A,Anonymous,ORD-000281,Vitamin Pack,24.99,4,Health,Minneapolis,Mexico,45-54,Credit Card,2024-06-27,NO_VIOLATION
282,N***@***.com,***-***-****,***-**-****,N. C.,ORD-000282,iPad Air,599.99,10,Electronics,Honolulu,France,45-54,Debit Card,2024-11-24,NO_VIOLATION
283,user_73806@anon.com,555-144-XXXX,XXX-XX-5856,Customer_4154,ORD-000283,Wallet,29.99,9,Accessories,Boston,USA,55-64,Crypto,2024-07-10,NO_VIOLATION
284,user_23621@anon.com,555-310-XXXX,XXX-XX-9810,Customer_8130,ORD-000284,Galaxy S24,899.99,4,Electronics,Bakersfield,Canada,25-34,Bank Transfer,2024-11-18,NO_VIOLATION
285,arthur.martinez@email.com,***-***-****,***-**-****,Arthur Martinez,ORD-000285,AirPods Pro,249.99,9,Electronics,Phoenix,USA,25-34,Crypto,2024-05-08,PII_VIOLATION
286,***@***.com,555-561-7626,***-**-****,Ashley Morris,ORD-000286,Protein Powder,49.99,10,Health,Anaheim,Canada,55-64,Credit Card,2024-11-24,PII_VIOLATION
287,***@***.com,555-614-2738,***-**-****,Jennifer Martinez,ORD-000287,Textbook,79.99,1,Books,Philadelphia,Germany,45-54,Apple Pay,2024-07-21,PII_VIOLATION
288,joshua.thompson@hotmail.com,555-915-9941,402-91-3360,Joshua Thompson,ORD-000288,Bose Speaker,349.99,3,Electronics,Anaheim,France,18-24,Google Pay,2024-10-11,PII_VIOLATION
289,julie.wood@hotmail.com,***-***-****,***-**-****,Julie Wood,ORD-000289,Wallet,29.99,9,Accessories,Riverside,France,25-34,Apple Pay,2024-11-26,PII_VIOLATION
290,joshua.ross@work.net,555-298-2877,285-95-1891,Joshua Ross,ORD-000290,Jeans,59.99,2,Clothing,Lexington,Mexico,45-54,Bank Transfer,2024-10-08,PII_VIOLATION
291,N/A,N/A,N/A,Anonymous,ORD-000291,Office Chair,299.99,2,Office,Tampa,Australia,18-24,PayPal,2024-11-13,NO_VIOLATION
292,frank.bell@work.com,***-***-****,***-**-****,Frank Bell,ORD-000292,Novel Book,14.99,1,Books,Cleveland,France,35-44,Apple Pay,2024-03-27,PII_VIOLATION
293,C***@***.com,***-***-****,***-**-****,C. C.,ORD-000293,Sneakers,79.99,8,Clothing,Sacramento,Brazil,45-54,PayPal,2024-06-05,NO_VIOLATION
294,user_87337@anon.com,555-317-XXXX,XXX-XX-1600,Customer_5269,ORD-000294,Sony Headphones,199.99,9,Electronics,Seattle,Canada,65+,Credit Card,2024-01-10,NO_VIOLATION
295,***@***.com,555-769-3435,***-**-****,Helen James,ORD-000295,Sneakers,79.99,3,Clothing,Pittsburgh,India,65+,Crypto,2024-05-28,PII_VIOLATION
296,P***@***.com,***-***-****,***-**-****,P. C.,ORD-000296,Sunglasses,59.99,10,Accessories,Miami,UK,45-54,Debit Card,2024-04-01,NO_VIOLATION
297,E***@hotmail.com,***-***-****,879-72-4796,Ethan Richardson,ORD-000297,AirPods Pro,249.99,4,Electronics,Seattle,France,25-34,Credit Card,2024-12-08,PII_VIOLATION
298,***@***.com,555-140-6309,***-**-****,Gregory Murphy,ORD-000298,Jacket,89.99,3,Clothing,Riverside,Germany,55-64,Google Pay,2024-10-18,PII_VIOLATION
299,zachary.bennett@yahoo.com,***-***-****,***-**-****,Zachary Bennett,ORD-000299,Protein Powder,49.99,10,Health,Memphis,France,45-54,Crypto,2024-09-03,PII_VIOLATION
300,J***@yahoo.com,***-***-****,758-45-4465,Jonathan Harris,ORD-000300,Samsung TV,1499.99,4,Electronics,Jacksonville,UK,35-44,Google Pay,2024-03-01,PII_VIOLATION
301,***@***.com,***-***-****,***-**-****,REDACTED,ORD-000301,Canon Camera,749.99,3,Electronics,Chicago,UK,55-64,Google Pay,2024-03-23,NO_VIOLATION
302,J***@***.com,***-***-****,***-**-****,J. W.,ORD-000302,Textbook,79.99,5,Books,Cleveland,USA,65+,Bank Transfer,2024-12-04,NO_VIOLATION
303,S***@outlook.com,***-***-****,274-38-7730,Samantha Barnes,ORD-000303,Textbook,79.99,9,Books,San Jose,India,25-34,Google Pay,2024-12-03,PII_VIOLATION
304,P***@***.com,***-***-****,***-**-****,P. B.,ORD-000304,Galaxy S24,899.99,3,Electronics,Columbus,Mexico,55-64,Bank Transfer,2024-08-02,NO_VIOLATION
305,G***@gmail.com,***-***-****,615-25-2526,Gregory Ross,ORD-000305,Air Fryer,99.99,7,Kitchen,Honolulu,UK,55-64,Google Pay,2024-01-01,PII_VIOLATION
306,martha.gray@hotmail.com,***-***-****,***-**-****,Martha Gray,ORD-000306,Novel Book,14.99,5,Books,Riverside,India,18-24,Apple Pay,2024-03-09,PII_VIOLATION
307,william.green@hotmail.com,555-363-4096,105-10-9561,William Green,ORD-000307,iPad Air,599.99,6,Electronics,Oakland,USA,45-54,Bank Transfer,2024-04-15,PII_VIOLATION
